year,round,quota,college_name,college_state,course,category,gender,pwd_flag,domicile_state,seat_type,opening_rank,closing_rank,opening_score,closing_score,source_file
2022,1,AIQ,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,,AIQ,3825,5801,,,curated_v1
2022,1,AIQ,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,,AIQ,5339,7510,,,curated_v1
2022,1,AIQ,Topiwala National Medical College,MH,MBBS,SC,ANY,0,,AIQ,14601,21753,,,curated_v1
2022,1,AIQ,Topiwala National Medical College,MH,MBBS,ST,ANY,0,,AIQ,32615,41436,,,curated_v1
2022,2,AIQ,Topiwala National Medical College,MH,MBBS,UR,ANY,0,,AIQ,4352,6111,,,curated_v1
2022,2,AIQ,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,,AIQ,5020,6845,,,curated_v1
2022,2,AIQ,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,,AIQ,6002,8862,,,curated_v1
2022,2,AIQ,Topiwala National Medical College,MH,MBBS,SC,ANY,0,,AIQ,20590,25669,,,curated_v1
2022,2,AIQ,Topiwala National Medical College,MH,MBBS,ST,ANY,0,,AIQ,35069,48894,,,curated_v1
2023,1,AIQ,Topiwala National Medical College,MH,MBBS,UR,ANY,0,,AIQ,3597,4448,,,curated_v1
2023,1,AIQ,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,,AIQ,3447,4982,,,curated_v1
2023,1,AIQ,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,,AIQ,5397,6450,,,curated_v1
2023,1,AIQ,Topiwala National Medical College,MH,MBBS,SC,ANY,0,,AIQ,15808,18684,,,curated_v1
2023,1,AIQ,Topiwala National Medical College,MH,MBBS,ST,ANY,0,,AIQ,25460,35588,,,curated_v1
2023,2,AIQ,Topiwala National Medical College,MH,MBBS,UR,ANY,0,,AIQ,3519,5249,,,curated_v1
2023,2,AIQ,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,,AIQ,4088,5879,,,curated_v1
2023,2,AIQ,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,,AIQ,5570,7611,,,curated_v1
2023,2,AIQ,Topiwala National Medical College,MH,MBBS,SC,ANY,0,,AIQ,18554,22047,,,curated_v1
2023,2,AIQ,Topiwala National Medical College,MH,MBBS,ST,ANY,0,,AIQ,33772,41994,,,curated_v1
2024,1,AIQ,Topiwala National Medical College,MH,MBBS,UR,ANY,0,,AIQ,3766,4706,,,curated_v1
2024,1,AIQ,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,,AIQ,3344,5271,,,curated_v1
2024,1,AIQ,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,,AIQ,4521,6825,,,curated_v1
2024,1,AIQ,Topiwala National Medical College,MH,MBBS,SC,ANY,0,,AIQ,15030,19769,,,curated_v1
2024,1,AIQ,Topiwala National Medical College,MH,MBBS,ST,ANY,0,,AIQ,30821,37655,,,curated_v1
2024,2,AIQ,Topiwala National Medical College,MH,MBBS,UR,ANY,0,,AIQ,4102,5554,,,curated_v1
2024,2,AIQ,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,,AIQ,3891,6220,,,curated_v1
2024,2,AIQ,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,,AIQ,6534,8053,,,curated_v1
2024,2,AIQ,Topiwala National Medical College,MH,MBBS,SC,ANY,0,,AIQ,18959,23327,,,curated_v1
2024,2,AIQ,Topiwala National Medical College,MH,MBBS,ST,ANY,0,,AIQ,29826,44433,,,curated_v1
2021,1,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,9000,12688,,,curated_v1
2021,1,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,11888,14210,,,curated_v1
2021,1,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,12060,18398,,,curated_v1
2021,1,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,37984,53290,,,curated_v1
2021,1,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,69774,101506,,,curated_v1
2021,2,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,9083,14972,,,curated_v1
2021,2,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,10284,16768,,,curated_v1
2021,2,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,15749,21709,,,curated_v1
2021,2,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,41436,62883,,,curated_v1
2021,2,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,101646,119777,,,curated_v1
2022,1,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,8067,11629,,,curated_v1
2022,1,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,7906,13024,,,curated_v1
2022,1,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,14041,16862,,,curated_v1
2022,1,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,39551,48842,,,curated_v1
2022,1,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,70936,93033,,,curated_v1
2022,2,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,10948,13722,,,curated_v1
2022,2,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,9750,15369,,,curated_v1
2022,2,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,13365,19897,,,curated_v1
2022,2,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,46536,57634,,,curated_v1
2022,2,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,84970,109779,,,curated_v1
2023,1,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,8247,12995,,,curated_v1
2023,1,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,11299,14554,,,curated_v1
2023,1,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,13419,18843,,,curated_v1
2023,1,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,32819,54580,,,curated_v1
2023,1,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,64436,103963,,,curated_v1
2023,2,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,10181,15334,,,curated_v1
2023,2,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,13889,17174,,,curated_v1
2023,2,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,16391,22235,,,curated_v1
2023,2,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,50352,64405,,,curated_v1
2023,2,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,89792,122677,,,curated_v1
2024,1,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,7130,11358,,,curated_v1
2024,1,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,8548,12721,,,curated_v1
2024,1,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,11121,16469,,,curated_v1
2024,1,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,29191,47704,,,curated_v1
2024,1,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,64056,90866,,,curated_v1
2024,2,STATE,Topiwala National Medical College,MH,MBBS,UR,ANY,0,MH,SQ,10701,13402,,,curated_v1
2024,2,STATE,Topiwala National Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,10722,15011,,,curated_v1
2024,2,STATE,Topiwala National Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,12199,19434,,,curated_v1
2024,2,STATE,Topiwala National Medical College,MH,MBBS,SC,ANY,0,MH,SQ,46512,56291,,,curated_v1
2024,2,STATE,Topiwala National Medical College,MH,MBBS,ST,ANY,0,MH,SQ,80329,107222,,,curated_v1
2021,1,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,4243,5999,,,curated_v1
2021,1,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,5064,6719,,,curated_v1
2021,1,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,5741,8698,,,curated_v1
2021,1,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,17741,25196,,,curated_v1
2021,1,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,36767,47993,,,curated_v1
2021,2,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,4398,7079,,,curated_v1
2021,2,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,6688,7928,,,curated_v1
2021,2,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,6332,10264,,,curated_v1
2021,2,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,21749,29732,,,curated_v1
2021,2,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,41161,56632,,,curated_v1
2022,1,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,5575,6582,,,curated_v1
2022,1,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,5444,7372,,,curated_v1
2022,1,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,6658,9545,,,curated_v1
2022,1,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,19838,27648,,,curated_v1
2022,1,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,39966,52663,,,curated_v1
2022,2,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,6565,7767,,,curated_v1
2022,2,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,5771,8700,,,curated_v1
2022,2,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,6803,11263,,,curated_v1
2022,2,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,26006,32625,,,curated_v1
2022,2,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,42642,62143,,,curated_v1
2023,1,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,4905,6263,,,curated_v1
2023,1,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,5310,7014,,,curated_v1
2023,1,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,7200,9081,,,curated_v1
2023,1,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,20616,26304,,,curated_v1
2023,1,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,34227,50104,,,curated_v1
2023,2,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,4515,7390,,,curated_v1
2023,2,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,6096,8277,,,curated_v1
2023,2,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,8608,10716,,,curated_v1
2023,2,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,19982,31039,,,curated_v1
2023,2,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,46990,59123,,,curated_v1
2024,1,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,4402,6147,,,curated_v1
2024,1,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,5327,6885,,,curated_v1
2024,1,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,6756,8914,,,curated_v1
2024,1,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,20731,25821,,,curated_v1
2024,1,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,30285,49183,,,curated_v1
2024,2,AIQ,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,,AIQ,5760,7254,,,curated_v1
2024,2,AIQ,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,,AIQ,5804,8125,,,curated_v1
2024,2,AIQ,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,,AIQ,7083,10519,,,curated_v1
2024,2,AIQ,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,,AIQ,18615,30469,,,curated_v1
2024,2,AIQ,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,,AIQ,37715,58036,,,curated_v1
2021,1,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,10577,14376,,,curated_v1
2021,1,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,10680,16102,,,curated_v1
2021,1,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,16433,20846,,,curated_v1
2021,1,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,39114,60383,,,curated_v1
2021,1,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,79273,115015,,,curated_v1
2021,2,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,13489,16964,,,curated_v1
2021,2,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,15512,19000,,,curated_v1
2021,2,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,16799,24598,,,curated_v1
2021,2,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,44968,71252,,,curated_v1
2021,2,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,93917,135718,,,curated_v1
2022,1,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,13868,16864,,,curated_v1
2022,1,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,14841,18887,,,curated_v1
2022,1,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,20140,24452,,,curated_v1
2022,1,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,49343,70829,,,curated_v1
2022,1,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,113788,134912,,,curated_v1
2022,2,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,14407,19899,,,curated_v1
2022,2,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,16144,22287,,,curated_v1
2022,2,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,23979,28854,,,curated_v1
2022,2,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,60996,83578,,,curated_v1
2022,2,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,127403,159197,,,curated_v1
2023,1,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,12271,15697,,,curated_v1
2023,1,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,10895,17581,,,curated_v1
2023,1,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,17084,22761,,,curated_v1
2023,1,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,53113,65931,,,curated_v1
2023,1,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,92475,125583,,,curated_v1
2023,2,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,12601,18523,,,curated_v1
2023,2,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,12862,20746,,,curated_v1
2023,2,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,20553,26859,,,curated_v1
2023,2,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,52639,77798,,,curated_v1
2023,2,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,111238,148188,,,curated_v1
2024,1,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,12024,17019,,,curated_v1
2024,1,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,14724,19062,,,curated_v1
2024,1,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,16975,24678,,,curated_v1
2024,1,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,43646,71482,,,curated_v1
2024,1,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,111309,136157,,,curated_v1
2024,2,STATE,Government Medical College Nagpur,MH,MBBS,UR,ANY,0,MH,SQ,13819,20083,,,curated_v1
2024,2,STATE,Government Medical College Nagpur,MH,MBBS,EWS,ANY,0,MH,SQ,19108,22493,,,curated_v1
2024,2,STATE,Government Medical College Nagpur,MH,MBBS,OBC,ANY,0,MH,SQ,19470,29120,,,curated_v1
2024,2,STATE,Government Medical College Nagpur,MH,MBBS,SC,ANY,0,MH,SQ,71275,84349,,,curated_v1
2024,2,STATE,Government Medical College Nagpur,MH,MBBS,ST,ANY,0,MH,SQ,134472,160665,,,curated_v1
2021,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,3952,5134,,,curated_v1
2021,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,4819,5750,,,curated_v1
2021,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,4732,7444,,,curated_v1
2021,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,16213,21564,,,curated_v1
2021,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,32667,41074,,,curated_v1
2021,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,3687,6058,,,curated_v1
2021,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,4185,6785,,,curated_v1
2021,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,6980,8784,,,curated_v1
2021,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,17597,25445,,,curated_v1
2021,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,33719,48467,,,curated_v1
2022,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,4221,5691,,,curated_v1
2022,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,4788,6374,,,curated_v1
2022,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,6352,8252,,,curated_v1
2022,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,20010,23902,,,curated_v1
2022,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,31551,45529,,,curated_v1
2022,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,5310,6715,,,curated_v1
2022,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,5591,7521,,,curated_v1
2022,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,7131,9737,,,curated_v1
2022,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,19729,28205,,,curated_v1
2022,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,40958,53724,,,curated_v1
2023,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,3589,5419,,,curated_v1
2023,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,3814,6070,,,curated_v1
2023,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,6160,7858,,,curated_v1
2023,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,16497,22762,,,curated_v1
2023,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,30208,43357,,,curated_v1
2023,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,4734,6395,,,curated_v1
2023,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,4765,7162,,,curated_v1
2023,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,6167,9273,,,curated_v1
2023,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,19112,26859,,,curated_v1
2023,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,43440,51161,,,curated_v1
2024,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,3929,5853,,,curated_v1
2024,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,5434,6555,,,curated_v1
2024,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,6133,8486,,,curated_v1
2024,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,15502,24582,,,curated_v1
2024,1,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,38077,46824,,,curated_v1
2024,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,,AIQ,4924,6906,,,curated_v1
2024,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,,AIQ,6378,7735,,,curated_v1
2024,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,,AIQ,7122,10014,,,curated_v1
2024,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,,AIQ,18040,29007,,,curated_v1
2024,2,AIQ,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,,AIQ,42571,55253,,,curated_v1
2021,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,10883,14796,,,curated_v1
2021,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,13635,16571,,,curated_v1
2021,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,17438,21454,,,curated_v1
2021,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,48345,62144,,,curated_v1
2021,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,98463,118370,,,curated_v1
2021,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,13258,17459,,,curated_v1
2021,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,15612,19554,,,curated_v1
2021,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,18409,25316,,,curated_v1
2021,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,46222,73330,,,curated_v1
2021,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,90823,139676,,,curated_v1
2022,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,8561,13489,,,curated_v1
2022,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,12050,15108,,,curated_v1
2022,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,11864,19560,,,curated_v1
2022,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,41841,56657,,,curated_v1
2022,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,74703,107918,,,curated_v1
2022,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,12748,15918,,,curated_v1
2022,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,13155,17828,,,curated_v1
2022,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,17379,23081,,,curated_v1
2022,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,41553,66855,,,curated_v1
2022,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,86252,127344,,,curated_v1
2023,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,11523,13559,,,curated_v1
2023,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,11840,15186,,,curated_v1
2023,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,14379,19660,,,curated_v1
2023,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,45118,56947,,,curated_v1
2023,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,87410,108472,,,curated_v1
2023,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,9894,15999,,,curated_v1
2023,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,15107,17919,,,curated_v1
2023,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,17644,23199,,,curated_v1
2023,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,47878,67198,,,curated_v1
2023,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,98561,127997,,,curated_v1
2024,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,8821,12857,,,curated_v1
2024,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,11800,14400,,,curated_v1
2024,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,14822,18643,,,curated_v1
2024,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,41037,54000,,,curated_v1
2024,1,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,66393,102858,,,curated_v1
2024,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,UR,ANY,0,MH,SQ,12767,15171,,,curated_v1
2024,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,EWS,ANY,0,MH,SQ,12032,16992,,,curated_v1
2024,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,OBC,ANY,0,MH,SQ,18207,21998,,,curated_v1
2024,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,SC,ANY,0,MH,SQ,39114,63720,,,curated_v1
2024,2,STATE,Lokmanya Tilak Medical College,MH,MBBS,ST,ANY,0,MH,SQ,76590,121372,,,curated_v1
2021,1,AIQ,King George Medical University,UP,MBBS,UR,ANY,0,,AIQ,2471,3600,,,curated_v1
2021,1,AIQ,King George Medical University,UP,MBBS,EWS,ANY,0,,AIQ,3367,4032,,,curated_v1
